Country,Year,Food Consumption,Food Production,Population,Wastage
Niger,1999,2487.537503,2883,10.60,508.8473329
Niger,2000,2239.293561,2190,10.99,382.9577978
Niger,2001,2757.921039,3189,11.64,563.8051179
Niger,2002,2850.703037,3370,11.82,594.7384775
Niger,2003,2944.771976,3625,12.25,640.9207152
Niger,2004,2651.68491,2781,12.71,501.4388844
Niger,2005,3209.110227,3712,13.18,669.259455
Niger,2006,3463.973086,4125,14.00,741.9950261
Niger,2007,3091.606101,3457,14.20,724.6743939
Niger,2008,3850.325735,5092,14.74,1104.502392
Niger,2009,3575.836123,3552,15.67,627.6671802
Niger,2010,4162.026053,5656,15.89,1018.34778
Niger,2011,3940.886428,3665,16.51,701.1634721
Niger,2012,4357.070402,5393,17.64,967.8334721
Niger,2013,4357.405294,4408,18.36,781.4084721
Niger,2014,4550.245119,4952,19.11,824.7234721
Nigeria,1990,18598.7345,25800,95.62,4859.617886
Nigeria,1991,20087.72405,29210,98.09,5832.905553
Nigeria,1992,22070.67724,31925,100.59,6377.808698
Nigeria,1993,23237.05303,33493,103.15,6829.054695
Nigeria,1994,24062.8543,34775,105.75,7050.881588
Nigeria,1995,25814.52636,37189,108.43,7504.878576
Nigeria,1996,25325.25341,36284,111.16,7441.521676
Nigeria,1997,26083.45229,36960,113.98,7662.92266
Nigeria,1998,26688.08688,38248,116.87,8442.990275
Nigeria,1999,26427.03349,37778,119.83,8839.52465
Nigeria,2000,26170.26349,36217,122.88,8214.233917
Nigeria,2001,26538.50973,35628,126.01,8294.285408
Nigeria,2002,22676.35257,33915,129.23,7789.791127
Nigeria,2003,23489.8672,36203,132.55,8938.791902
Nigeria,2004,25164.00369,39480,136.03,10620.66784
Nigeria,2005,24586.70173,40812,139.59,11594.33828
Nigeria,2006,26377.71757,45062,143.32,12349.18929
Nigeria,2007,26669.58542,41302,147.19,10553.62287
Nigeria,2008,26973.55909,44514,151.21,12053.80966
Nigeria,2009,27750.9279,40615,155.21,9191.872292
Nigeria,2010,28878.52057,45882,159.71,10913.1498
Nigeria,2011,31183.69218,48071,164.19,11551.02457
Nigeria,2012,31964.85466,45032,168.83,11584.98237
Nigeria,2013,33411.18106,47298,173.62,12780.60496
Nigeria,2014,35531.35816,53429,177.48,13318.00496
Senegal,1990,1401.189148,926,7.51,136.5067315
Senegal,1991,1458.577505,914,7.75,135.9965099
Senegal,1992,1492.053717,813,7.99,121.0354808
Senegal,1993,1492.046907,1034,8.24,143.9337827
Senegal,1994,1546.901844,917,8.48,128.9483329
Senegal,1995,1632.020411,1050,8.71,174.6545282
Senegal,1996,1510.506202,982,8.94,135.6512125
Senegal,1997,1473.552265,760,9.16,123.9243531
Senegal,1998,1420.059692,731,9.39,117.0935691
Senegal,1999,1548.734986,940,9.62,154.9864786
Senegal,2000,1788.184884,1040,9.86,163.5282333
Senegal,2001,1956.143702,950,10.12,152.2513741
Senegal,2002,1886.352029,803,10.39,132.9575866
Senegal,2003,2009.347264,1452,10.67,231.3540227
Senegal,2004,1948.834362,1160,10.97,205.6073493
Senegal,2005,2129.147387,1465,11.27,249.395826
Senegal,2006,2150.168539,1027,11.58,156.1706899
Senegal,2007,2017.870088,826,11.90,136.9949517
Senegal,2008,2407.448892,1926,12.24,327.4278729
Senegal,2009,2578.534552,1824,12.59,332.0478707
Senegal,2010,2621.600977,1668,12.95,341.9261738
Senegal,2011,2667.812917,1040,13.33,188.8635953
Senegal,2012,2754.33,1359,13.78,230.48
Senegal,2013,2649.225,1140,14.13,216.015
Senegal,2014,2628.789,1083,14.67,258.691
Sierra Leone,1990,528.5772136,453,4.04,37.13429699
Sierra Leone,1991,532.344884,370,3.95,31.61682662
Sierra Leone,1992,545.9884622,382,4.03,33.48075839
Sierra Leone,1993,569.3435243,437,3.99,40.28949271
Sierra Leone,1994,625.0211557,414,3.86,35.65438328
Sierra Leone,1995,598.8386127,339,3.93,37.5575781
Sierra Leone,1996,610.6524696,387,3.92,40.77560125
Sierra Leone,1997,508.974553,411,3.93,106.0965087
Sierra Leone,1998,421.8612137,345,3.96,67.47229424
Sierra Leone,1999,381.2437775,267,3.95,40.59723482
Sierra Leone,2000,399.9118428,247,4.14,47.18877453
Sierra Leone,2001,487.2509626,350,4.30,82.92127149
Sierra Leone,2002,549.774607,452,4.42,122.7704109
Sierra Leone,2003,580.8938582,881,4.71,478.5177819
Sierra Leone,2004,629.9136245,974,4.93,416.02388
Sierra Leone,2005,663.9486598,774,5.12,192.1501357
Sierra Leone,2006,660.0989249,889,5.28,256.0764991
Sierra Leone,2007,697.2603971,991,5.39,336.5921522
Sierra Leone,2008,741.2731679,1097,5.53,375.4620044
Sierra Leone,2009,826.5258127,1506,5.64,691.9713951
Sierra Leone,2010,926.4031348,1778,5.78,814.9669695
Sierra Leone,2011,1013.77805,1899,5.87,930.8177503
Sierra Leone,2012,1135.863642,1946,6.04,931.4177503
Sierra Leone,2013,1236.230326,2076,6.18,1000.07775
Sierra Leone,2014,1334.161301,2090,6.32,969.6177503
Togo,1990,721.2076155,837,3.79,149.9460274
Togo,1991,679.0006878,769,3.89,131.847936
Togo,1992,641.206076,779,3.98,134.2770364
Togo,1993,707.2285643,956,4.08,166.9074101
Togo,1994,699.0600419,773,4.18,128.9124308
Togo,1995,722.4312955,845,4.28,176.835573
Togo,1996,830.1690097,1070,4.39,152.0436006
Togo,1997,899.7108205,1121,4.51,172.2335102
Togo,1998,888.4650124,1038,4.62,182.0962584
Togo,1999,916.1871099,1216,4.74,219.1508572
Togo,2000,941.3759165,1140,4.87,177.142766
Togo,2001,952.8260516,1148,4.99,199.3417856
Togo,2002,983.1840899,1217,5.14,210.5242722
Togo,2003,1008.538312,1293,5.26,227.8236393
Togo,2004,1062.198922,1224,5.40,176.4410822
Togo,2005,1093.559308,1251,5.58,174.9738299
Togo,2006,1116.039864,1313,5.69,200.0669212
Togo,2007,1139.483726,1330,5.84,195.5680661
Togo,2008,1190.516374,1414,5.99,212.6269289
Togo,2009,1263.449997,1582,6.14,277.0201401
Togo,2010,1298.682737,1576,6.39,274.7188947
Togo,2011,1332.031184,1624,6.47,304.1949533
Togo,2012,1492.090001,1835,6.75,336.0848533
Togo,2013,1347.712066,1653,6.93,325.0206533
Togo,2014,1627.179308,1929,7.12,340.7781533
Bolivia,1990,779.6121429,1001,6.79,109.8341043
Bolivia,1991,868.3262374,1220,6.96,117.1788673
Bolivia,1992,826.8560238,1014,7.13,103.8059732
Bolivia,1993,899.4632484,1268,7.29,116.0467181
Bolivia,1994,951.9221239,1178,7.46,134.6530776
Bolivia,1995,979.510602,1264,7.57,137.0550677
Bolivia,1996,934.981057,1395,7.81,137.0287903
Bolivia,1997,918.6984056,1097,7.98,121.1859341
Bolivia,1998,955.0389223,1303,8.15,163.3093795
Bolivia,1999,1016.15299,1331,8.32,143.2685549
Bolivia,2000,1117.631599,1449,8.34,159.7643507
Bolivia,2001,1138.92011,1505,8.67,191.5320464
Bolivia,2002,1139.816059,1488,8.84,174.6441114
Bolivia,2003,1173.226118,1707,8.81,213.1203325
Bolivia,2004,1241.882989,1597,9.19,168.6473965
Bolivia,2005,1311.007722,2087,9.36,198.5763329
Bolivia,2006,1356.703932,2306,9.52,236.7263527
Bolivia,2007,1356.818274,2369,9.68,263.6653457
Bolivia,2008,1387.603586,2217,9.60,308.72445
Bolivia,2009,1433.160302,2290,9.99,321.6188684
Bolivia,2010,1452.918118,2232,10.16,338.0140911
Bolivia,2011,1481.990951,2069,10.32,264.8831681
Bolivia,2012,1499.578221,2673,10.24,368.8831681
Bolivia,2013,1526.038301,2621,10.40,359.8831681
Bolivia,2014,1562.141308,2681,10.56,361.8831681
Colombia,1990,3235.075582,4676,33.31,958.0662706
Colombia,1991,3298.574241,4234,34.92,609.9760376
Colombia,1992,3461.662156,3969,34.61,704.3043467
Colombia,1993,3777.351915,4217,35.26,786.2417809
Colombia,1994,3932.357509,4240,35.92,870.582812
Colombia,1995,4105.376751,3956,36.57,921.0723648
Colombia,1996,4377.190774,3916,38.05,787.0413033
Colombia,1997,4535.656381,3766,37.90,758.5222826
Colombia,1998,4540.302682,3385,38.57,552.2903319
Colombia,1999,4703.544418,3900,39.82,659.7793774
Colombia,2000,4807.199897,3844,39.90,517.1659945
Colombia,2001,4996.971005,4068,40.56,604.8764647
Colombia,2002,5042.188476,4072,41.22,512.8236102
Colombia,2003,5183.875612,4554,41.87,589.3804161
Colombia,2004,5287.061475,4682,42.72,616.107659
Colombia,2005,5199.18156,4362,43.18,601.2771654
Colombia,2006,5199.188966,4153,43.84,515.947434
Colombia,2007,5601.966257,4578,44.50,531.0853693
Colombia,2008,5641.485926,4680,45.15,535.9664955
Colombia,2009,5700.009306,4636,45.42,531.1227758
Colombia,2010,5612.485553,4005,46.45,529.6952182
Colombia,2011,5588.038066,4179,47.08,458.7123371
Colombia,2012,5662.693831,4384,46.88,488.1951149
Colombia,2013,5841.016253,4402,48.32,624.0362478
Colombia,2014,5888.667168,3641,47.79,639.0362478
DomRep,1990,662.2360509,398,7.18,26.61444212
DomRep,1991,609.4094741,439,7.39,23.0233322
DomRep,1992,645.0706618,468,7.54,23.7255456
DomRep,1993,650.6011996,451,7.69,34.32128018
DomRep,1994,610.8044813,349,7.83,36.95671429
DomRep,1995,663.7644954,463,7.89,30.0973056
DomRep,1996,710.6086785,444,8.12,45.31756135
DomRep,1997,742.5487332,452,8.26,45.99712878
DomRep,1998,750.3526161,439,8.30,74.97318063
DomRep,1999,783.0188259,487,8.53,106.6386572
DomRep,2000,685.8186461,494,8.66,93.34623262
DomRep,2001,797.6271385,602,8.80,99.56615011
DomRep,2002,819.0579114,599,8.94,123.2950659
DomRep,2003,839.7425481,540,8.97,108.1868166
DomRep,2004,720.6246748,492,9.21,98.1565963
DomRep,2005,736.742618,529,9.34,110.6137462
DomRep,2006,768.6545823,575,9.37,123.3392213
DomRep,2007,811.7952476,601,9.62,118.9097837
DomRep,2008,824.8543248,610,9.75,114.0321348
DomRep,2009,795.4110183,686,9.88,115.0278485
DomRep,2010,949.4426854,723,10.02,129.0822165
DomRep,2011,949.8673955,697,10.03,122.6308749
DomRep,2012,937.7742544,633,10.28,115.2658203
DomRep,2013,930.503631,691,10.40,118.6601169
DomRep,2014,968.2038932,676,10.41,116.6601169
Ecuador,1990,1018.610797,1148,10.22,221.177116
Ecuador,1991,961.1309666,1197,10.36,158.296597
Ecuador,1992,1085.420833,1328,10.60,182.2936687
Ecuador,1993,1225.699451,1491,10.95,186.1372427
Ecuador,1994,1374.378049,1588,11.08,206.5844295
Ecuador,1995,1294.717225,1502,11.32,199.6641586
Ecuador,1996,1474.335894,1540,11.56,194.2820614
Ecuador,1997,1360.575124,1535,11.80,153.1321409
Ecuador,1998,1275.443413,1182,12.16,109.7867538
Ecuador,1999,1427.911854,1446,12.29,129.0934399
Ecuador,2000,1321.490083,1454,12.53,169.3040534
Ecuador,2001,1373.612872,1232,12.85,124.7946532
Ecuador,2002,1342.556183,1495,13.03,186.2872951
Ecuador,2003,1417.575565,1525,13.28,187.713691
Ecuador,2004,1296.781572,1575,13.53,580.221054
Ecuador,2005,1369.245898,1683,13.78,597.9902354
Ecuador,2006,1356.516212,1618,13.97,658.3258244
Ecuador,2007,1329.923983,1720,14.27,572.6873959
Ecuador,2008,1361.066857,1722,14.51,569.2221013
Ecuador,2009,1384.326902,1803,14.69,589.7943756
Ecuador,2010,1428.499859,1933,15.00,774.1572138
Ecuador,2011,1443.586873,1786,15.25,769.7206268
Ecuador,2012,1452.173127,2209,15.42,800.7206268
Ecuador,2013,1479.551151,2152,15.66,811.7206268
Ecuador,2014,1527.781075,2124,15.90,776.7206268
El Salvador,1990,788.6148471,814,5.34,55.97180949
El Salvador,1991,780.2374667,717,5.43,41.14758189
El Salvador,1992,814.4530162,980,5.51,56.49227208
El Salvador,1993,824.9801144,896,5.46,85.28137466
El Salvador,1994,835.59659,739,5.68,84.45753701
El Salvador,1995,826.4306808,901,5.75,92.74015271
El Salvador,1996,792.0195418,872,5.64,58.59561831
El Salvador,1997,845.6009134,771,5.86,91.48559107
El Salvador,1998,854.3091299,787,5.90,78.23721685
El Salvador,1999,901.8409381,861,5.93,50.04770408
El Salvador,2000,930.1436776,783,5.96,75.32104361
El Salvador,2001,955.7788222,770,5.84,97.96165608
El Salvador,2002,968.2985036,825,6.01,114.0069715
El Salvador,2003,1002.573384,813,6.03,113.638759
El Salvador,2004,1061.988349,849,5.93,34.83295784
El Salvador,2005,1081.875109,1005,6.07,30.03698199
El Salvador,2006,993.5133196,821,6.10,33.92663311
El Salvador,2007,1059.219405,927,6.12,40.26176522
El Salvador,2008,1081.993558,1041,6.15,53.23818639
El Salvador,2009,1014.211578,997,6.02,27.08241924
El Salvador,2010,1118.051559,923,6.22,36.6091776
El Salvador,2011,1125.206545,944,6.26,65.14184528
El Salvador,2012,1125.234586,1113,6.07,54.14184528
El Salvador,2013,1137.53421,1066,6.09,58.14184528
El Salvador,2014,1143.441144,988,6.11,56.14184528
Guatemala,1990,1278.812355,1465,9.16,151.9149613
Guatemala,1991,1297.252784,1410,9.10,140.5443644
Guatemala,1992,1307.106001,1554,9.31,144.7627753
Guatemala,1993,1401.406771,1479,9.53,144.976916
Guatemala,1994,1434.575964,1333,9.76,175.4596784
Guatemala,1995,1493.325156,1203,10.36,156.1940376
Guatemala,1996,1470.549275,1184,10.22,133.3764342
Guatemala,1997,1408.016051,1006,10.45,129.8615189
Guatemala,1998,1451.270167,1195,11.14,111.1332626
Guatemala,1999,1539.725759,1156,10.94,96.78967391
Guatemala,2000,1380.786521,1193,11.20,102.9250164
Guatemala,2001,1425.339894,1229,11.48,102.4373924
Guatemala,2002,1476.149428,1204,11.77,108.5608853
Guatemala,2003,1570.0594,1201,12.57,110.9331748
Guatemala,2004,1578.813083,1233,12.37,123.5144372
Guatemala,2005,1598.890824,1210,12.68,100.804975
Guatemala,2006,1630.091468,1336,13.49,158.0802741
Guatemala,2007,1659.040846,1594,13.32,132.9634358
Guatemala,2008,1748.164459,1736,13.65,144.0753806
Guatemala,2009,1773.479216,1868,13.99,121.9690223
Guatemala,2010,1866.825589,1802,14.34,110.0140524
Guatemala,2011,1912.182562,1815,15.05,87.0203308
Guatemala,2012,1949.610284,1851,15.08,80.46807197
Guatemala,2013,2048.451392,1906,15.47,99.26877826
Guatemala,2014,2075.818209,1945,16.02,108.2687783
Haiti,1990,708.490654,522,7.11,71.38187164
Haiti,1991,811.7691081,567,7.26,71.65212239
Haiti,1992,837.7716735,621,7.40,107.4344827
Haiti,1993,845.3444539,588,7.53,86.27664362
Haiti,1994,868.4433936,587,7.69,120.187102
Haiti,1995,895.945241,600,7.84,122.5101207
Haiti,1996,872.3083976,576,7.97,125.0252998
Haiti,1997,907.9778475,570,8.14,116.4835435
Haiti,1998,956.2751057,562,8.29,104.0303525
Haiti,1999,943.4744531,578,8.43,79.58804143
Haiti,2000,956.1096856,586,8.58,85.91455295
Haiti,2001,987.3053264,531,8.69,81.67108829
Haiti,2002,989.2489831,538,8.86,80.76948894
Haiti,2003,1005.014472,562,9.00,80.75383145
Haiti,2004,1071.831477,556,9.12,81.12343929
Haiti,2005,1112.424902,597,9.26,88.87170555
Haiti,2006,1146.916299,606,9.39,89.1223309
Haiti,2007,1099.769185,725,9.51,97.54984044
Haiti,2008,1162.07817,630,9.64,94.82300997
Haiti,2009,1165.060678,793,9.85,108.1400791
Haiti,2010,1228.674718,922,9.90,114.8994237
Haiti,2011,1184.665997,923,10.03,120.4834262
Haiti,2012,1190.345352,710,10.29,119.8873294
Haiti,2013,1290.001891,949,10.32,142.7299493
Haiti,2014,1322.484387,741,10.57,136.7299493
Honduras,1990,540.1146602,688,4.90,50.77616969
Honduras,1991,554.897786,699,5.04,52.75101461
Honduras,1992,573.094789,694,5.18,42.77670337
Honduras,1993,604.4081523,698,5.32,43.4277284
Honduras,1994,637.2027556,670,5.46,60.30907879
Honduras,1995,698.8046473,782,5.59,76.41831464
Honduras,1996,695.7502381,789,5.72,72.16290766
Honduras,1997,716.3853305,751,5.85,91.90591972
Honduras,1998,590.3227049,583,5.98,49.57518962
Honduras,1999,609.945991,565,6.11,31.10229155
Honduras,2000,815.870777,616,6.24,35.98438208
Honduras,2001,820.2596227,459,6.37,32.14930942
Honduras,2002,804.3948072,593,6.50,35.49884036
Honduras,2003,863.8760696,599,6.63,38.26480261
Honduras,2004,919.4084069,509,6.75,65.30560653
Honduras,2005,940.3736167,533,6.90,83.96977459
Honduras,2006,933.895658,579,7.04,121.0668123
Honduras,2007,956.2806526,722,7.13,187.8376805
Honduras,2008,1004.380415,649,7.32,102.6669193
Honduras,2009,983.6921227,666,7.47,107.1442288
Honduras,2010,1003.714921,631,7.62,106.6599083
Honduras,2011,1029.744303,670,7.78,117.3078688
Honduras,2012,1049.927171,689,7.74,115.3078688
Honduras,2013,1090.493389,715,7.85,102.3078688
Honduras,2014,1092.575427,491,7.96,83.80786878
Jamaica,1990,368.4480822,67,2.37,31.04907714
Jamaica,1991,362.2160265,74,2.38,29.20188306
Jamaica,1992,384.4877843,86,2.40,32.2160718
Jamaica,1993,368.6058795,93,2.44,33.02781858
Jamaica,1994,391.5057739,96,2.44,37.23648876
Jamaica,1995,381.057666,98,2.46,19.67215419
Jamaica,1996,371.9592441,101,2.51,22.86605115
Jamaica,1997,352.2926139,83,2.51,18.46086449
Jamaica,1998,368.0112937,77,2.53,26.07145622
Jamaica,1999,373.4807406,78,2.56,36.26813368
Jamaica,2000,380.3821976,59,2.58,38.6539334
Jamaica,2001,373.4271454,62,2.62,34.01360897
Jamaica,2002,367.063497,56,2.63,40.33056181
Jamaica,2003,387.1445236,59,2.65,31.73152052
Jamaica,2004,377.4831965,52,2.66,31.2182142
Jamaica,2005,373.7684217,44,2.68,40.68289001
Jamaica,2006,382.648948,53,2.70,41.33816399
Jamaica,2007,382.0819877,49,2.71,36.01251257
Jamaica,2008,379.080022,45,2.72,35.55677615
Jamaica,2009,391.2586561,55,2.73,36.51668769
Jamaica,2010,400.7544337,62,2.74,37.00081634
Jamaica,2011,406.0802126,66,2.76,37.68192974
Jamaica,2012,408.6879519,68,2.77,37.68743035
Jamaica,2013,408.4985793,67,2.78,37.62575566
Jamaica,2014,392.8205137,58,2.78,37.62575566
Nicaragua,1990,460.5707946,361,4.14,55.21167391
Nicaragua,1991,428.6801863,361,4.24,49.31910436
Nicaragua,1992,426.3586472,447,4.34,57.26823363
Nicaragua,1993,470.5364102,506,4.43,65.48587724
Nicaragua,1994,463.0396048,455,4.56,105.3367366
Nicaragua,1995,496.8790334,523,4.66,135.5243458
Nicaragua,1996,485.6515898,607,4.76,157.4359882
Nicaragua,1997,513.0633147,544,4.85,127.5255507
Nicaragua,1998,589.897154,551,4.87,134.5863814
Nicaragua,1999,601.7780729,527,5.02,95.53215055
Nicaragua,2000,637.937611,689,5.10,192.6260838
Nicaragua,2001,658.9166738,708,5.10,238.3379796
Nicaragua,2002,691.8383939,848,5.25,283.9632365
Nicaragua,2003,714.6291037,921,5.32,263.7615867
Nicaragua,2004,795.5852486,722,5.39,212.4237472
Nicaragua,2005,812.1020449,891,5.46,214.3325315
Nicaragua,2006,827.4687695,818,5.45,184.6762338
Nicaragua,2007,856.7179935,867,5.60,184.1713622
Nicaragua,2008,852.7069218,797,5.67,184.4396764
Nicaragua,2009,852.9080471,929,5.74,225.7197667
Nicaragua,2010,865.3780947,902,5.82,218.1605874
Nicaragua,2011,898.574389,997,5.81,215.0736463
Nicaragua,2012,996.0085385,997,5.88,211.0736463
Nicaragua,2013,1022.245977,1097,5.95,239.0736463
Nicaragua,2014,951.4542674,815,6.01,170.0736463
Peru,1990,2514.208421,2156,21.77,318.6599001
Peru,1991,2639.992746,2221,22.21,365.4338042
Peru,1992,2677.375319,1921,22.74,309.9993344
Peru,1993,2980.80186,2577,23.08,411.8165772
Peru,1994,3158.900487,2942,23.51,449.7990912
Peru,1995,3364.086091,2925,24.04,521.3759612
Peru,1996,3613.017238,3192,24.37,580.5948283
Peru,1997,3731.970608,3444,24.79,651.4524883
Peru,1998,3892.44288,3795,25.21,736.7630352
Peru,1999,4191.276125,4341,25.61,802.305444
Peru,2000,4412.639046,4617,25.91,816.1496268
Peru,2001,4320.148445,4573,26.37,845.5591797
Peru,2002,4553.615152,4846,26.73,924.5656746
Peru,2003,4596.70585,4854,26.94,916.3058233
Peru,2004,4557.053629,4454,27.40,816.8812898
Peru,2005,4788.477933,5013,27.72,944.9690001
Peru,2006,4949.740459,5086,28.03,988.1227915
Peru,2007,5039.294558,5172,28.33,947.4031985
Peru,2008,5255.870714,5689,28.64,1078.464702
Peru,2009,5453.690269,6026,28.93,1103.67281
Peru,2010,5531.12731,5942,29.26,1209.738174
Peru,2011,5650.565398,5754,29.76,1169.029864
Peru,2012,5802.503585,6449,29.99,1332.096777
Peru,2013,5933.439391,6520,30.38,1330.776378
Peru,2014,5935.685174,6224,30.97,1419.776378
Afghanistan,1990,2854.653102,2647,11.73,188.5993159
Afghanistan,1991,2798.178002,2665,12.61,236.57589
Afghanistan,1992,2893.017891,2373,13.81,223.6111382
Afghanistan,1993,3063.920608,2853,15.18,271.6090113
Afghanistan,1994,3333.648723,3039,16.49,286.6199963
Afghanistan,1995,3536.319166,3007,17.59,382.655874
Afghanistan,1996,3440.151188,3157,18.42,414.6725674
Afghanistan,1997,3404.857171,3605,19.02,331.6493984
Afghanistan,1998,3539.516242,3782,19.50,366.6891694
Afghanistan,1999,3207.366549,3218,19.99,339.5626762
Afghanistan,2000,3298.936577,1840,20.60,171.6669154
Afghanistan,2001,3395.235716,2044,21.35,176.7226152
Afghanistan,2002,3584.467635,3662,22.20,531.7633197
Afghanistan,2003,4121.970662,5202,23.12,1057.680514
Afghanistan,2004,4523.20687,3482,24.02,435.2148649
Afghanistan,2005,4490.405004,5335,24.86,984.2802995
Afghanistan,2006,4714.509597,4531,25.63,838.3600398
Afghanistan,2007,4851.813237,5667,26.35,1186.108312
Afghanistan,2008,5081.891463,3723,27.03,939.0095239
Afghanistan,2009,5195.591933,6369,27.71,1805.202301
Afghanistan,2010,5323.695666,5769,28.40,1857.758276
Afghanistan,2011,5519.412191,4512,29.11,1360.462381
Afghanistan,2012,5746.618955,6403,29.83,1605.190105
Afghanistan,2013,5986.197989,6472,30.55,1661.587265
Afghanistan,2014,6303.383556,6705,31.63,1661.087265
Bangladesh,1990,17631.72464,351,107.39,2439.115489
Bangladesh,1991,18100.33868,377,109.94,2992.008971
Bangladesh,1992,18561.84439,397,112.43,2484.046744
Bangladesh,1993,18932.26719,391,114.90,1946.354521
Bangladesh,1994,19509.00044,399,115.91,1960.164558
Bangladesh,1995,19921.4044,407,119.87,1959.646032
Bangladesh,1996,20095.36279,416,122.40,1865.033628
Bangladesh,1997,20373.10199,410,123.57,3734.927821
Bangladesh,1998,21169.15362,412,127.48,3798.823357
Bangladesh,1999,22374.86228,643,129.97,4214.282418
Bangladesh,2000,23146.35386,682,132.38,5079.7133
Bangladesh,2001,24233.40957,734,134.73,4696.886958
Bangladesh,2002,24895.36098,684,136.23,5092.809388
Bangladesh,2003,25432.79916,760,139.19,5309.801695
Bangladesh,2004,25337.71745,848,141.24,4117.477371
Bangladesh,2005,26131.38829,1048,142.93,4904.101907
Bangladesh,2006,26709.80394,1153,144.87,4529.122968
Bangladesh,2007,28455.44208,1110,146.46,4559.374776
Bangladesh,2008,29663.02853,1401,147.97,5953.711344
Bangladesh,2009,30353.27121,1118,149.50,6028.752098
Bangladesh,2010,31665.44748,1651,151.62,6385.264332
Bangladesh,2011,32605.2208,1724,152.86,6618.234013
Bangladesh,2012,32847.42797,1688,154.70,6584.733321
Bangladesh,2013,33699.45663,1764,157.16,6781.272458
Bangladesh,2014,34573.14631,1928,159.08,7541.272458
India,1990,138075.5846,4518,868.89,15521.54634
India,1991,142053.5968,4828,886.35,13954.83968
India,1992,145774.6727,5446,906.46,18349.54991
India,1993,149775.6936,5446,921.11,16865.24241
India,1994,152504.8282,5421,938.45,15707.24502
India,1995,154212.4541,5301,955.80,14306.83028
India,1996,157956.6453,5455,973.15,15453.80713
India,1997,160268.632,6691,997.82,12686.19153
India,1998,162485.5475,5616,1007.75,13476.71643
India,1999,165445.755,6423,1025.02,14109.59531
India,2000,170036.5795,6877,1042.26,11613.99715
India,2001,174961.1601,6572,1059.50,13922.50166
India,2002,174326.1403,6994,1090.19,11553.23513
India,2003,177916.5936,6326,1093.79,12447.69997
India,2004,176745.3497,7424,1110.63,14988.90206
India,2005,177633.3053,8095,1144.33,16274.05443
India,2006,180153.6904,8125,1143.29,15282.59766
India,2007,182300.3478,8097,1159.10,16932.58569
India,2008,185522.538,9609,1174.66,19475.69113
India,2009,187817.9591,9665,1190.14,14691.978
India,2010,190219.3683,9682,1230.98,17959.52499
India,2011,192855.7148,10909,1221.16,20162.6253
India,2012,194224.7406,10945,1236.69,20481.80074
India,2013,197665.3919,11416,1279.50,21578.35929
India,2014,201095.5246,11822,1295.29,22081.31229
Indonesia,1990,36385.11452,5653,178.63,4877.589088
Indonesia,1991,37362.62539,5697,181.79,5043.300716
Indonesia,1992,38938.2569,5981,187.76,6267.988836
Indonesia,1993,39805.03854,6248,188.02,5819.991287
Indonesia,1994,40534.47734,5745,191.09,6050.05316
Indonesia,1995,41624.17675,5799,194.11,7053.627385
Indonesia,1996,42736.65343,6210,197.10,7587.817697
Indonesia,1997,42947.30075,5523,202.85,5077.285312
Indonesia,1998,43573.37283,5464,202.99,7238.003476
Indonesia,1999,44340.85552,5860,205.95,7388.170861
Indonesia,2000,44549.97038,5850,211.54,7840.183119
Indonesia,2001,44565.76865,6097,211.97,7132.005204
Indonesia,2002,44945.05917,6069,215.04,6901.79594
Indonesia,2003,46354.32387,6662,218.15,7773.959319
Indonesia,2004,43744.03056,6935,221.29,9775.617281
Indonesia,2005,43962.68607,6880,226.25,11054.46991
Indonesia,2006,44468.77073,7113,227.71,9486.650827
Indonesia,2007,45658.4235,7100,230.97,12316.7598
Indonesia,2008,46441.32443,7642,235.36,13552.45983
Indonesia,2009,47816.33967,7887,237.49,17405.51331
Indonesia,2010,48873.63685,8428,240.68,21590.53991
Indonesia,2011,49648.3175,8523,243.80,21209.33914
Indonesia,2012,50710.95629,8741,246.86,24629.37061
Indonesia,2013,51266.10262,8631,251.27,23230.85503
Indonesia,2014,51660.45118,8404,254.45,23026.65503
North Korea,1990,4178.150424,262,20.19,747.7618866
North Korea,1991,4307.217927,256,20.51,751.3356272
North Korea,1992,4304.661701,284,20.84,775.4674534
North Korea,1993,4213.50599,134,21.17,508.4108925
North Korea,1994,4267.684416,187,21.48,499.7398145
North Korea,1995,3725.033356,142,21.76,469.1656568
North Korea,1996,3548.760355,169,22.02,318.9024613
North Korea,1997,3671.014698,274,22.24,512.3784194
North Korea,1998,3348.145853,416,22.45,574.5859939
North Korea,1999,3701.186253,482,22.64,398.2935517
North Korea,2000,3740.285197,506,22.84,330.6871164
North Korea,2001,3916.267305,600,23.04,374.1015279
North Korea,2002,3902.489997,525,23.25,355.4830633
North Korea,2003,3960.091564,561,23.45,382.1906118
North Korea,2004,4450.694048,569,23.64,743.3964398
North Korea,2005,4404.728073,570,23.81,723.2839817
North Korea,2006,4406.394343,559,23.97,630.1099591
North Korea,2007,3871.09782,539,24.11,405.2434295
North Korea,2008,3757.405806,459,24.24,392.3669805
North Korea,2009,3746.400241,473,24.37,414.8382126
North Korea,2010,3798.770473,518,24.50,346.7807063
North Korea,2011,3806.924393,532,24.63,995.4878563
North Korea,2012,4157.373377,454,24.76,679.2495569
North Korea,2013,4178.752828,545,24.90,764.6920542
North Korea,2014,4317.666887,570,25.03,828.9920542
Nepal,1990,3522.009252,180,18.11,730.3124512
